date,strike,expiry,type,oi,iv,days_to_expiry,settlement
2026-06-26,20000,2026-07-09,put,2094,1.9178,13,1.0
2026-06-26,22000,2026-07-09,put,406,1.7745,13,1.0
2026-06-26,24000,2026-07-09,put,621,1.6438,13,1.0
2026-06-26,25000,2026-07-09,put,2916,1.5826,13,1.0
2026-06-26,26000,2026-07-09,put,451,1.6028,13,2.0
2026-06-26,27000,2026-07-09,put,193,1.5435,13,2.0
2026-06-26,28000,2026-07-09,put,134,1.4863,13,2.0
2026-06-26,29000,2026-07-09,put,275,1.4311,13,2.0
2026-06-26,30000,2026-07-09,put,2379,1.3778,13,2.0
2026-06-26,31000,2026-07-09,put,232,1.3263,13,2.0
2026-06-26,32000,2026-07-09,put,668,1.3181,13,3.0
2026-06-26,33000,2026-07-09,put,330,1.2682,13,3.0
2026-06-26,34000,2026-07-09,put,106,1.2198,13,3.0
2026-06-26,35000,2026-07-09,put,2091,1.2014,13,4.0
2026-06-26,35500,2026-07-09,put,101,1.1778,13,4.0
2026-06-26,36000,2026-07-09,put,158,1.1546,13,4.0
2026-06-26,36500,2026-07-09,put,106,1.1317,13,4.0
2026-06-26,36750,2026-07-09,put,3,1.1204,13,4.0
2026-06-26,37000,2026-07-09,put,101,1.1091,13,4.0
2026-06-26,37250,2026-07-09,put,1,1.1196,13,5.0
2026-06-26,37500,2026-07-09,put,105,1.1083,13,5.0
2026-06-26,37750,2026-07-09,put,2,1.097,13,5.0
2026-06-26,38000,2026-07-09,put,163,1.0858,13,5.0
2026-06-26,38250,2026-07-09,put,2,1.0926,13,6.0
2026-06-26,38500,2026-07-09,put,231,1.0814,13,6.0
2026-06-26,39000,2026-07-09,put,651,1.0592,13,6.0
2026-06-26,39500,2026-07-09,put,60,1.0373,13,6.0
2026-06-26,39750,2026-07-09,put,17,1.0413,13,7.0
2026-06-26,40000,2026-07-09,put,2132,1.0157,13,6.0
2026-06-26,40250,2026-07-09,put,14,1.0326,13,8.0
2026-06-26,40500,2026-07-09,put,170,1.0217,13,8.0
2026-06-26,40750,2026-07-09,put,12,1.0108,13,8.0
2026-06-26,41000,2026-07-09,put,93,1.0,13,8.0
2026-06-26,41250,2026-07-09,put,57,1.0008,13,9.0
2026-06-26,41500,2026-07-09,put,214,0.99,13,9.0
2026-06-26,41750,2026-07-09,put,13,0.968,13,8.0
2026-06-26,42000,2026-07-09,put,319,0.9574,13,8.0
2026-06-26,42250,2026-07-09,put,12,0.9681,13,10.0
2026-06-26,42500,2026-07-09,put,208,0.9574,13,10.0
2026-06-26,42750,2026-07-09,put,68,0.9468,13,10.0
2026-06-26,43000,2026-07-09,put,836,0.9363,13,10.0
2026-06-26,43250,2026-07-09,put,23,0.9258,13,10.0
2026-06-26,43500,2026-07-09,put,89,0.9328,13,12.0
2026-06-26,43750,2026-07-09,put,27,0.9139,13,11.0
2026-06-26,44000,2026-07-09,put,383,0.9195,13,13.0
2026-06-26,44250,2026-07-09,put,82,0.909,13,13.0
2026-06-26,44500,2026-07-09,put,470,0.8985,13,13.0
2026-06-26,44750,2026-07-09,put,49,0.8881,13,13.0
2026-06-26,45000,2026-07-09,put,2379,0.8777,13,13.0
2026-06-26,45250,2026-07-09,put,25,0.8744,13,14.0
2026-06-26,45500,2026-07-09,put,225,0.8641,13,14.0
2026-06-26,45750,2026-07-09,put,17,0.8603,13,15.0
2026-06-26,46000,2026-07-09,put,709,0.85,13,15.0
2026-06-26,46250,2026-07-09,put,79,0.8458,13,16.0
2026-06-26,46500,2026-07-09,put,318,0.8355,13,16.0
2026-06-26,46750,2026-07-09,put,4,0.831,13,17.0
2026-06-26,47000,2026-07-09,put,1027,0.8261,13,18.0
2026-06-26,47250,2026-07-09,put,46,0.821,13,19.0
2026-06-26,47500,2026-07-09,put,186,0.8108,13,19.0
2026-06-26,47750,2026-07-09,put,163,0.8054,13,20.0
2026-06-26,48000,2026-07-09,put,2913,0.7904,13,19.0
2026-06-26,48250,2026-07-09,put,30,0.7982,13,23.0
2026-06-26,48500,2026-07-09,put,765,0.788,13,23.0
2026-06-26,48750,2026-07-09,put,26,0.7778,13,23.0
2026-06-26,49000,2026-07-09,put,286,0.7676,13,23.0
2026-06-26,49250,2026-07-09,put,42,0.7615,13,24.0
2026-06-26,49500,2026-07-09,put,350,0.7513,13,24.0
2026-06-26,49750,2026-07-09,put,17,0.7412,13,24.0
2026-06-26,50000,2026-07-09,put,3352,0.7312,13,24.0
2026-06-26,50250,2026-07-09,put,17,0.7212,13,24.0
2026-06-26,50500,2026-07-09,put,101,0.7149,13,25.0
2026-06-26,50750,2026-07-09,put,4,0.7084,13,26.0
2026-06-26,51000,2026-07-09,put,1434,0.7018,13,27.0
2026-06-26,51250,2026-07-09,put,5,0.6951,13,28.0
2026-06-26,51500,2026-07-09,put,807,0.6882,13,29.0
2026-06-26,51750,2026-07-09,put,8,0.6813,13,30.0
2026-06-26,52000,2026-07-09,put,1238,0.6742,13,31.0
2026-06-26,52250,2026-07-09,put,101,0.6671,13,32.0
2026-06-26,52500,2026-07-09,put,774,0.6598,13,33.0
2026-06-26,52750,2026-07-09,put,14,0.6525,13,34.0
2026-06-26,52875,2026-07-09,put,2,0.6475,13,34.0
2026-06-26,53000,2026-07-09,put,4040,0.6451,13,35.0
2026-06-26,53125,2026-07-09,put,4,0.6401,13,35.0
2026-06-26,53250,2026-07-09,put,411,0.6376,13,36.0
2026-06-26,53375,2026-07-09,put,163,0.6326,13,36.0
2026-06-26,53500,2026-07-09,put,212,0.63,13,37.0
2026-06-26,53625,2026-07-09,put,4,0.6274,13,38.0
2026-06-26,53750,2026-07-09,put,19,0.6224,13,38.0
2026-06-26,53875,2026-07-09,put,110,0.6385,13,48.0
2026-06-26,54000,2026-07-09,put,876,0.6334,13,48.0
2026-06-26,54125,2026-07-09,put,8,0.6322,13,50.0
