date,strike,expiry,type,oi,iv,days_to_expiry,settlement
2026-07-02,20000,2026-07-09,put,2096,2.5965,7,1.0
2026-07-02,22000,2026-07-09,put,439,2.4011,7,1.0
2026-07-02,24000,2026-07-09,put,629,2.223,7,1.0
2026-07-02,25000,2026-07-09,put,2970,2.1395,7,1.0
2026-07-02,26000,2026-07-09,put,385,2.0593,7,1.0
2026-07-02,27000,2026-07-09,put,297,1.9821,7,1.0
2026-07-02,28000,2026-07-09,put,143,1.9078,7,1.0
2026-07-02,29000,2026-07-09,put,280,1.836,7,1.0
2026-07-02,30000,2026-07-09,put,2630,1.7667,7,1.0
2026-07-02,31000,2026-07-09,put,189,1.6997,7,1.0
2026-07-02,32000,2026-07-09,put,622,1.6347,7,1.0
2026-07-02,33000,2026-07-09,put,312,1.5718,7,1.0
2026-07-02,34000,2026-07-09,put,121,1.5106,7,1.0
2026-07-02,35000,2026-07-09,put,2208,1.4512,7,1.0
2026-07-02,35500,2026-07-09,put,104,1.4981,7,2.0
2026-07-02,35750,2026-07-09,put,1,1.483,7,2.0
2026-07-02,36000,2026-07-09,put,386,1.4681,7,2.0
2026-07-02,36250,2026-07-09,put,1,1.4532,7,2.0
2026-07-02,36500,2026-07-09,put,114,1.4384,7,2.0
2026-07-02,36750,2026-07-09,put,12,1.4237,7,2.0
2026-07-02,37000,2026-07-09,put,115,1.4091,7,2.0
2026-07-02,37250,2026-07-09,put,3,1.3946,7,2.0
2026-07-02,37500,2026-07-09,put,106,1.3802,7,2.0
2026-07-02,37750,2026-07-09,put,3,1.3659,7,2.0
2026-07-02,38000,2026-07-09,put,171,1.3517,7,2.0
2026-07-02,38250,2026-07-09,put,3,1.3375,7,2.0
2026-07-02,38500,2026-07-09,put,232,1.3235,7,2.0
2026-07-02,38750,2026-07-09,put,1,1.3095,7,2.0
2026-07-02,39000,2026-07-09,put,720,1.2956,7,2.0
2026-07-02,39250,2026-07-09,put,1,1.2819,7,2.0
2026-07-02,39500,2026-07-09,put,60,1.2681,7,2.0
2026-07-02,39750,2026-07-09,put,34,1.2545,7,2.0
2026-07-02,40000,2026-07-09,put,2665,1.241,7,2.0
2026-07-02,40250,2026-07-09,put,15,1.2275,7,2.0
2026-07-02,40500,2026-07-09,put,171,1.2141,7,2.0
2026-07-02,40750,2026-07-09,put,17,1.2008,7,2.0
2026-07-02,41000,2026-07-09,put,115,1.2279,7,3.0
2026-07-02,41250,2026-07-09,put,57,1.2143,7,3.0
2026-07-02,41500,2026-07-09,put,218,1.2009,7,3.0
2026-07-02,41750,2026-07-09,put,13,1.1875,7,3.0
2026-07-02,42000,2026-07-09,put,333,1.1741,7,3.0
2026-07-02,42250,2026-07-09,put,19,1.1609,7,3.0
2026-07-02,42500,2026-07-09,put,207,1.1477,7,3.0
2026-07-02,42750,2026-07-09,put,68,1.1346,7,3.0
2026-07-02,43000,2026-07-09,put,840,1.1216,7,3.0
2026-07-02,43250,2026-07-09,put,25,1.1086,7,3.0
2026-07-02,43500,2026-07-09,put,102,1.0957,7,3.0
2026-07-02,43750,2026-07-09,put,27,1.1105,7,4.0
2026-07-02,44000,2026-07-09,put,388,1.0974,7,4.0
2026-07-02,44250,2026-07-09,put,82,1.0844,7,4.0
2026-07-02,44500,2026-07-09,put,471,1.0715,7,4.0
2026-07-02,44750,2026-07-09,put,47,1.0587,7,4.0
2026-07-02,45000,2026-07-09,put,2381,1.0459,7,4.0
2026-07-02,45250,2026-07-09,put,25,1.0332,7,4.0
2026-07-02,45500,2026-07-09,put,225,1.0205,7,4.0
2026-07-02,45750,2026-07-09,put,17,1.0079,7,4.0
2026-07-02,46000,2026-07-09,put,710,0.9954,7,4.0
2026-07-02,46250,2026-07-09,put,79,1.0033,7,5.0
2026-07-02,46500,2026-07-09,put,329,1.008,7,6.0
2026-07-02,46750,2026-07-09,put,4,0.9952,7,6.0
2026-07-02,47000,2026-07-09,put,1039,0.9825,7,6.0
2026-07-02,47250,2026-07-09,put,47,0.9698,7,6.0
2026-07-02,47500,2026-07-09,put,186,0.9718,7,7.0
2026-07-02,47750,2026-07-09,put,163,0.9591,7,7.0
2026-07-02,48000,2026-07-09,put,2939,0.9161,7,5.0
2026-07-02,48250,2026-07-09,put,30,0.9465,7,8.0
2026-07-02,48500,2026-07-09,put,770,0.9338,7,8.0
2026-07-02,48750,2026-07-09,put,25,0.9212,7,8.0
2026-07-02,49000,2026-07-09,put,297,0.9087,7,8.0
2026-07-02,49250,2026-07-09,put,43,0.9071,7,9.0
2026-07-02,49500,2026-07-09,put,367,0.8946,7,9.0
2026-07-02,49750,2026-07-09,put,18,0.882,7,9.0
2026-07-02,50000,2026-07-09,put,2754,0.8695,7,9.0
2026-07-02,50250,2026-07-09,put,17,0.8668,7,10.0
2026-07-02,50500,2026-07-09,put,102,0.8543,7,10.0
2026-07-02,50750,2026-07-09,put,5,0.8418,7,10.0
2026-07-02,51000,2026-07-09,put,1407,0.8294,7,10.0
2026-07-02,51250,2026-07-09,put,7,0.855,7,15.0
2026-07-02,51500,2026-07-09,put,801,0.8486,7,16.0
2026-07-02,51750,2026-07-09,put,8,0.8357,7,16.0
2026-07-02,52000,2026-07-09,put,1136,0.7962,7,12.0
2026-07-02,52250,2026-07-09,put,101,0.8161,7,17.0
2026-07-02,52500,2026-07-09,put,777,0.8034,7,17.0
2026-07-02,52750,2026-07-09,put,14,0.7961,7,18.0
2026-07-02,52875,2026-07-09,put,2,0.7898,7,18.0
2026-07-02,53000,2026-07-09,put,4069,0.7886,7,19.0
2026-07-02,53125,2026-07-09,put,4,0.7822,7,19.0
2026-07-02,53250,2026-07-09,put,405,0.7808,7,20.0
2026-07-02,53375,2026-07-09,put,163,0.7744,7,20.0
2026-07-02,53500,2026-07-09,put,211,0.768,7,20.0
2026-07-02,53625,2026-07-09,put,4,0.7663,7,21.0
2026-07-02,53750,2026-07-09,put,19,0.7644,7,22.0
2026-07-02,53875,2026-07-09,put,110,0.758,7,22.0
2026-07-02,54000,2026-07-09,put,811,0.7516,7,22.0
2026-07-02,54125,2026-07-09,put,8,0.7495,7,23.0
2026-07-02,54250,2026-07-09,put,17,0.7472,7,24.0
2026-07-02,54375,2026-07-09,put,22,0.7407,7,24.0
2026-07-02,54500,2026-07-09,put,282,0.7382,7,25.0
2026-07-02,54625,2026-07-09,put,3,0.7318,7,25.0
2026-07-02,54750,2026-07-09,put,18,0.7254,7,25.0
2026-07-02,54875,2026-07-09,put,9,0.7227,7,26.0
2026-07-02,55000,2026-07-09,put,3998,0.6965,7,21.0
2026-07-02,55125,2026-07-09,put,100,0.7098,7,26.0
2026-07-02,55250,2026-07-09,put,9,0.7034,7,26.0
2026-07-02,55375,2026-07-09,put,11,0.7006,7,27.0
